7.627407e-01,7.493297e-01,7.281486e-01,7.011996e-01,6.729503e-01,6.419649e-01,6.074434e-01,5.796250e-01,5.516599e-01,5.251517e-01,5.004996e-01,4.772413e-01,4.538783e-01,4.330637e-01,4.164255e-01,4.036049e-01,3.932802e-01,3.922267e-01,3.912596e-01,3.937801e-01,4.008963e-01,4.061335e-01,4.099750e-01,4.132419e-01,4.109698e-01,4.065506e-01,3.965824e-01,3.868225e-01,3.764399e-01,3.648272e-01,3.552516e-01,3.465144e-01,3.377857e-01,3.318048e-01,3.269721e-01,3.210181e-01,3.182052e-01,3.156676e-01,3.144277e-01,3.180796e-01,3.234376e-01,3.310930e-01,3.409568e-01,3.524037e-01,3.679196e-01,3.819529e-01,3.980153e-01,4.158884e-01,4.316283e-01,4.464946e-01,4.569896e-01,4.656655e-01,4.710433e-01,4.721899e-01,4.733144e-01,4.751037e-01,4.750796e-01,4.769441e-01,4.766231e-01,4.781373e-01,4.744985e-01,4.727448e-01,4.670875e-01,4.618089e-01,4.531219e-01,4.481895e-01,4.439070e-01,4.430817e-01,4.446270e-01,4.497122e-01,4.531874e-01,4.628390e-01,4.707346e-01,4.784470e-01,4.893933e-01,4.982890e-01,5.080088e-01,5.140128e-01,5.191526e-01,5.220716e-01,5.209837e-01,5.141878e-01,4.982996e-01,4.784682e-01,4.671373e-01,4.622987e-01,4.686869e-01,4.815896e-01,4.969308e-01,5.101439e-01,5.181705e-01,5.239392e-01,5.238626e-01,5.206767e-01,5.189133e-01,5.163541e-01,5.172493e-01,5.193461e-01,5.208706e-01,5.268997e-01,5.277140e-01,5.286131e-01,5.234323e-01,5.121393e-01,4.984069e-01,4.833972e-01,4.688753e-01,4.561473e-01,4.445782e-01,4.348545e-01,4.285007e-01,4.275143e-01,4.328009e-01,4.438965e-01,4.592596e-01,4.695099e-01,4.788127e-01,4.825926e-01,4.822274e-01,4.813405e-01,4.782169e-01,4.750299e-01,4.721518e-01,4.709593e-01,4.699582e-01,4.772497e-01,4.856662e-01,4.911472e-01
7.423465e-01,7.391729e-01,7.083414e-01,6.752131e-01,6.427853e-01,6.095562e-01,5.754229e-01,5.416281e-01,5.167510e-01,4.903370e-01,4.645552e-01,4.436636e-01,4.203477e-01,4.061522e-01,3.879685e-01,3.795128e-01,3.780569e-01,3.783202e-01,3.846652e-01,3.956254e-01,4.053363e-01,4.152415e-01,4.247637e-01,4.310664e-01,4.351569e-01,4.325814e-01,4.297239e-01,4.202662e-01,4.104626e-01,4.033829e-01,3.942018e-01,3.850990e-01,3.787763e-01,3.704258e-01,3.642603e-01,3.582048e-01,3.562814e-01,3.553295e-01,3.555811e-01,3.606830e-01,3.656461e-01,3.742977e-01,3.868411e-01,4.023198e-01,4.160691e-01,4.332424e-01,4.526987e-01,4.673786e-01,4.827402e-01,4.954933e-01,5.020692e-01,5.030856e-01,5.035696e-01,4.972632e-01,4.927252e-01,4.850384e-01,4.799723e-01,4.729390e-01,4.676612e-01,4.598212e-01,4.537203e-01,4.475511e-01,4.411999e-01,4.296122e-01,4.268340e-01,4.203488e-01,4.179059e-01,4.162491e-01,4.171590e-01,4.170623e-01,4.195871e-01,4.230874e-01,4.251043e-01,4.291942e-01,4.344616e-01,4.361888e-01,4.367481e-01,4.387411e-01,4.407558e-01,4.389715e-01,4.369649e-01,4.333496e-01,4.244950e-01,4.239466e-01,4.224852e-01,4.289019e-01,4.421518e-01,4.589256e-01,4.729102e-01,4.833701e-01,4.926578e-01,4.910125e-01,4.920508e-01,4.882224e-01,4.856438e-01,4.804628e-01,4.758461e-01,4.742620e-01,4.750609e-01,4.707671e-01,4.688283e-01,4.593176e-01,4.505498e-01,4.379995e-01,4.266051e-01,4.124268e-01,3.989797e-01,3.909415e-01,3.902703e-01,3.898779e-01,3.966399e-01,4.064554e-01,4.189567e-01,4.332907e-01,4.476708e-01,4.616920e-01,4.684897e-01,4.739847e-01,4.706216e-01,4.704653e-01,4.651238e-01,4.610204e-01,4.564067e-01,4.532120e-01,4.506304e-01,4.523745e-01,4.542520e-01,4.442600e-01
6.858896e-01,6.849214e-01,6.552287e-01,6.126181e-01,5.777556e-01,5.385203e-01,5.026664e-01,4.749755e-01,4.474984e-01,4.222886e-01,4.019604e-01,3.805782e-01,3.657129e-01,3.493480e-01,3.452613e-01,3.420877e-01,3.495034e-01,3.578955e-01,3.750545e-01,3.924020e-01,4.136420e-01,4.302016e-01,4.457177e-01,4.572357e-01,4.646763e-01,4.661148e-01,4.657590e-01,4.621734e-01,4.549536e-01,4.467961e-01,4.389425e-01,4.287182e-01,4.211521e-01,4.112941e-01,4.046697e-01,3.986174e-01,3.949095e-01,3.915780e-01,3.937763e-01,3.971256e-01,4.014863e-01,4.115460e-01,4.222234e-01,4.341064e-01,4.492816e-01,4.652565e-01,4.812514e-01,4.951468e-01,5.095596e-01,5.165145e-01,5.188490e-01,5.149831e-01,5.059186e-01,4.919925e-01,4.788626e-01,4.656621e-01,4.468628e-01,4.353989e-01,4.187991e-01,4.089118e-01,3.982649e-01,3.880778e-01,3.827638e-01,3.772310e-01,3.684916e-01,3.691960e-01,3.682575e-01,3.633625e-01,3.643962e-01,3.635220e-01,3.638544e-01,3.637640e-01,3.651457e-01,3.659815e-01,3.653796e-01,3.679413e-01,3.704051e-01,3.736698e-01,3.762987e-01,3.760851e-01,3.805737e-01,3.825385e-01,3.846812e-01,3.902735e-01,3.972768e-01,4.092481e-01,4.218192e-01,4.347953e-01,4.462456e-01,4.567458e-01,4.556150e-01,4.586258e-01,4.502648e-01,4.438322e-01,4.393959e-01,4.286708e-01,4.249120e-01,4.212768e-01,4.135269e-01,4.058434e-01,4.007317e-01,3.883304e-01,3.755068e-01,3.621200e-01,3.474962e-01,3.415838e-01,3.327624e-01,3.310834e-01,3.358521e-01,3.461880e-01,3.594433e-01,3.786163e-01,3.961537e-01,4.148766e-01,4.310962e-01,4.419275e-01,4.492324e-01,4.520833e-01,4.503435e-01,4.474183e-01,4.399706e-01,4.368664e-01,4.311833e-01,4.253769e-01,4.233388e-01,4.217052e-01,4.219275e-01,4.112365e-01
6.136083e-01,6.039743e-01,5.672776e-01,5.249597e-01,4.853930e-01,4.514177e-01,4.178460e-01,3.914067e-01,3.686091e-01,3.510449e-01,3.355865e-01,3.221175e-01,3.136661e-01,3.092273e-01,3.070665e-01,3.139365e-01,3.270225e-01,3.466769e-01,3.699596e-01,3.951673e-01,4.204951e-01,4.457744e-01,4.659327e-01,4.830791e-01,4.966624e-01,5.025852e-01,5.059308e-01,5.028524e-01,5.011938e-01,4.933248e-01,4.846422e-01,4.741699e-01,4.641526e-01,4.511252e-01,4.415017e-01,4.321186e-01,4.266489e-01,4.223494e-01,4.220106e-01,4.233055e-01,4.263610e-01,4.325949e-01,4.406410e-01,4.521568e-01,4.619704e-01,4.774561e-01,4.909728e-01,5.010044e-01,5.070852e-01,5.089676e-01,5.067191e-01,4.929853e-01,4.768769e-01,4.542740e-01,4.310082e-01,4.101601e-01,3.859606e-01,3.646871e-01,3.481463e-01,3.337704e-01,3.274642e-01,3.218917e-01,3.175584e-01,3.145038e-01,3.182081e-01,3.195277e-01,3.216598e-01,3.224374e-01,3.243517e-01,3.242064e-01,3.259777e-01,3.235973e-01,3.243245e-01,3.233984e-01,3.272575e-01,3.277525e-01,3.326897e-01,3.352927e-01,3.425355e-01,3.482443e-01,3.537546e-01,3.578480e-01,3.642301e-01,3.683209e-01,3.748721e-01,3.843177e-01,3.939105e-01,4.025917e-01,4.097899e-01,4.122873e-01,4.102643e-01,4.027594e-01,3.958088e-01,3.860704e-01,3.779427e-01,3.680601e-01,3.610448e-01,3.508094e-01,3.416457e-01,3.335809e-01,3.235498e-01,3.118971e-01,3.014443e-01,2.904854e-01,2.806052e-01,2.769943e-01,2.761800e-01,2.845802e-01,2.948628e-01,3.130524e-01,3.331410e-01,3.545439e-01,3.751695e-01,3.923170e-01,4.100548e-01,4.210428e-01,4.273441e-01,4.301904e-01,4.285451e-01,4.250167e-01,4.181224e-01,4.106500e-01,4.069850e-01,4.025189e-01,3.981818e-01,3.972813e-01,3.949883e-01,3.837447e-01
5.330154e-01,5.207362e-01,4.787564e-01,4.327137e-01,3.910819e-01,3.613356e-01,3.348734e-01,3.140254e-01,2.991142e-01,2.884650e-01,2.798477e-01,2.747022e-01,2.728222e-01,2.754459e-01,2.830607e-01,2.984899e-01,3.157355e-01,3.430110e-01,3.715118e-01,4.032688e-01,4.335304e-01,4.629213e-01,4.878509e-01,5.093884e-01,5.256705e-01,5.382671e-01,5.452597e-01,5.474524e-01,5.466222e-01,5.396644e-01,5.309216e-01,5.173729e-01,5.014012e-01,4.856980e-01,4.700815e-01,4.566343e-01,4.492667e-01,4.414317e-01,4.376960e-01,4.368849e-01,4.368765e-01,4.415384e-01,4.459177e-01,4.523369e-01,4.621333e-01,4.698722e-01,4.756255e-01,4.824424e-01,4.823996e-01,4.778197e-01,4.624810e-01,4.395238e-01,4.137947e-01,3.856406e-01,3.589389e-01,3.364248e-01,3.173408e-01,3.032182e-01,2.871841e-01,2.805324e-01,2.788898e-01,2.796635e-01,2.826114e-01,2.870700e-01,2.942327e-01,2.982264e-01,3.025571e-01,3.058000e-01,3.069582e-01,3.057202e-01,3.036301e-01,3.044938e-01,3.027772e-01,3.029622e-01,3.035367e-01,3.070298e-01,3.108546e-01,3.154742e-01,3.215015e-01,3.280109e-01,3.344454e-01,3.402999e-01,3.452898e-01,3.477881e-01,3.521687e-01,3.580878e-01,3.620650e-01,3.669493e-01,3.689031e-01,3.629341e-01,3.579614e-01,3.474025e-01,3.361540e-01,3.272074e-01,3.156918e-01,3.075230e-01,2.972071e-01,2.884480e-01,2.792773e-01,2.703893e-01,2.595659e-01,2.523290e-01,2.423947e-01,2.386463e-01,2.329465e-01,2.349867e-01,2.419412e-01,2.529899e-01,2.702802e-01,2.912955e-01,3.150964e-01,3.362603e-01,3.582822e-01,3.763682e-01,3.899354e-01,4.014930e-01,4.080971e-01,4.074755e-01,4.086255e-01,4.018375e-01,3.989706e-01,3.945633e-01,3.902653e-01,3.871024e-01,3.842083e-01,3.831185e-01,3.813072e-01,3.721321e-01
4.436940e-01,4.301134e-01,3.836036e-01,3.413663e-01,3.083940e-01,2.835085e-01,2.629891e-01,2.490861e-01,2.407449e-01,2.372750e-01,2.386734e-01,2.401182e-01,2.467345e-01,2.556610e-01,2.702120e-01,2.878598e-01,3.128573e-01,3.421317e-01,3.748344e-01,4.104442e-01,4.454529e-01,4.776758e-01,5.077030e-01,5.338232e-01,5.553503e-01,5.732164e-01,5.847026e-01,5.922009e-01,5.903555e-01,5.821569e-01,5.703623e-01,5.532330e-01,5.295300e-01,5.085844e-01,4.870874e-01,4.719975e-01,4.573469e-01,4.474098e-01,4.406000e-01,4.360315e-01,4.344010e-01,4.348602e-01,4.354732e-01,4.416218e-01,4.446604e-01,4.484277e-01,4.511350e-01,4.491341e-01,4.444879e-01,4.319786e-01,4.119568e-01,3.837473e-01,3.550045e-01,3.279444e-01,3.074392e-01,2.887816e-01,2.773150e-01,2.674699e-01,2.642208e-01,2.632558e-01,2.648606e-01,2.696161e-01,2.763257e-01,2.828468e-01,2.907819e-01,2.948483e-01,3.000127e-01,3.024808e-01,3.023887e-01,3.007666e-01,2.992186e-01,2.962837e-01,2.944701e-01,2.923835e-01,2.941284e-01,2.942075e-01,2.979966e-01,3.015741e-01,3.066136e-01,3.116813e-01,3.172576e-01,3.201343e-01,3.210270e-01,3.242832e-01,3.228727e-01,3.239933e-01,3.232218e-01,3.223264e-01,3.166216e-01,3.097593e-01,2.974993e-01,2.903705e-01,2.796030e-01,2.683520e-01,2.622173e-01,2.532998e-01,2.449723e-01,2.361504e-01,2.277512e-01,2.189487e-01,2.127177e-01,2.059068e-01,2.014299e-01,1.992370e-01,2.023294e-01,2.084929e-01,2.180582e-01,2.338831e-01,2.531586e-01,2.755294e-01,3.006364e-01,3.225901e-01,3.423254e-01,3.590423e-01,3.722810e-01,3.802555e-01,3.843495e-01,3.861708e-01,3.837789e-01,3.817607e-01,3.794381e-01,3.752180e-01,3.757473e-01,3.726451e-01,3.743209e-01,3.781879e-01,3.783961e-01,3.697497e-01
3.596352e-01,3.439538e-01,3.044015e-01,2.648491e-01,2.431152e-01,2.244247e-01,2.113075e-01,2.048347e-01,2.030958e-01,2.053586e-01,2.126152e-01,2.193172e-01,2.323685e-01,2.455177e-01,2.636777e-01,2.862896e-01,3.133973e-01,3.445881e-01,3.813079e-01,4.165195e-01,4.554362e-01,4.881913e-01,5.232551e-01,5.509137e-01,5.772817e-01,6.015256e-01,6.155478e-01,6.262538e-01,6.248205e-01,6.158180e-01,5.979109e-01,5.748044e-01,5.429365e-01,5.165297e-01,4.903076e-01,4.697771e-01,4.521520e-01,4.396801e-01,4.308506e-01,4.237203e-01,4.184343e-01,4.173089e-01,4.186808e-01,4.194204e-01,4.215052e-01,4.223519e-01,4.204166e-01,4.172710e-01,4.095252e-01,3.937739e-01,3.741538e-01,3.476670e-01,3.195810e-01,2.989062e-01,2.805340e-01,2.714009e-01,2.637865e-01,2.607326e-01,2.616476e-01,2.635377e-01,2.708192e-01,2.764750e-01,2.867098e-01,2.936935e-01,2.997387e-01,3.066475e-01,3.095035e-01,3.100100e-01,3.099246e-01,3.075947e-01,3.031555e-01,2.994333e-01,2.969509e-01,2.926728e-01,2.911961e-01,2.876160e-01,2.905793e-01,2.894517e-01,2.911163e-01,2.933184e-01,2.942766e-01,2.956322e-01,2.931254e-01,2.899832e-01,2.850399e-01,2.810578e-01,2.746467e-01,2.676645e-01,2.610845e-01,2.511599e-01,2.434567e-01,2.331824e-01,2.282024e-01,2.215429e-01,2.141523e-01,2.086680e-01,2.015779e-01,1.930941e-01,1.880890e-01,1.798929e-01,1.754789e-01,1.720854e-01,1.719077e-01,1.744782e-01,1.800119e-01,1.908441e-01,2.026494e-01,2.215170e-01,2.411399e-01,2.654946e-01,2.888630e-01,3.093042e-01,3.276220e-01,3.404894e-01,3.506005e-01,3.571531e-01,3.604980e-01,3.603989e-01,3.601263e-01,3.572599e-01,3.559710e-01,3.568284e-01,3.572246e-01,3.621096e-01,3.660339e-01,3.719442e-01,3.865423e-01,3.763960e-01
2.819615e-01,2.679344e-01,2.413283e-01,2.155974e-01,1.996477e-01,1.875182e-01,1.814602e-01,1.785596e-01,1.819000e-01,1.892536e-01,1.994265e-01,2.128677e-01,2.278612e-01,2.453260e-01,2.651363e-01,2.903452e-01,3.165745e-01,3.477991e-01,3.835687e-01,4.201011e-01,4.568111e-01,4.918919e-01,5.252435e-01,5.573230e-01,5.858679e-01,6.130258e-01,6.325782e-01,6.398602e-01,6.398547e-01,6.280991e-01,6.062123e-01,5.737050e-01,5.421248e-01,5.060385e-01,4.763928e-01,4.518875e-01,4.350857e-01,4.195202e-01,4.081773e-01,4.003036e-01,3.955630e-01,3.935991e-01,3.932125e-01,3.951334e-01,3.952762e-01,3.971531e-01,3.967184e-01,3.888566e-01,3.837415e-01,3.673242e-01,3.483931e-01,3.283016e-01,3.040582e-01,2.878347e-01,2.763674e-01,2.688851e-01,2.669979e-01,2.676040e-01,2.716616e-01,2.779462e-01,2.868759e-01,2.960315e-01,3.044769e-01,3.137130e-01,3.210859e-01,3.237304e-01,3.280881e-01,3.268045e-01,3.247315e-01,3.197378e-01,3.162197e-01,3.086457e-01,3.028998e-01,2.961524e-01,2.898756e-01,2.859224e-01,2.810718e-01,2.751821e-01,2.729750e-01,2.687422e-01,2.632520e-01,2.584433e-01,2.509601e-01,2.441036e-01,2.338202e-01,2.274234e-01,2.193177e-01,2.118204e-01,2.055647e-01,1.984573e-01,1.923535e-01,1.876170e-01,1.836881e-01,1.807806e-01,1.768063e-01,1.726339e-01,1.693405e-01,1.625872e-01,1.571997e-01,1.544952e-01,1.498764e-01,1.500590e-01,1.524909e-01,1.586088e-01,1.670660e-01,1.800973e-01,1.945285e-01,2.137941e-01,2.327281e-01,2.578943e-01,2.769126e-01,2.974013e-01,3.082756e-01,3.200280e-01,3.278994e-01,3.313390e-01,3.327853e-01,3.348093e-01,3.336974e-01,3.331690e-01,3.348953e-01,3.375944e-01,3.425694e-01,3.488627e-01,3.580771e-01,3.765403e-01,3.961907e-01,3.931045e-01
2.272469e-01,2.205420e-01,2.000599e-01,1.845174e-01,1.755683e-01,1.684556e-01,1.663474e-01,1.687574e-01,1.752525e-01,1.870483e-01,2.006458e-01,2.177131e-01,2.344623e-01,2.549580e-01,2.755574e-01,2.984020e-01,3.248138e-01,3.541125e-01,3.857334e-01,4.196419e-01,4.516020e-01,4.835748e-01,5.167614e-01,5.470935e-01,5.784202e-01,6.050884e-01,6.248447e-01,6.345168e-01,6.323531e-01,6.150697e-01,5.916688e-01,5.522247e-01,5.160464e-01,4.777187e-01,4.477361e-01,4.217145e-01,4.031484e-01,3.895603e-01,3.768838e-01,3.710680e-01,3.661335e-01,3.648384e-01,3.671640e-01,3.680773e-01,3.712927e-01,3.709491e-01,3.705019e-01,3.679734e-01,3.625197e-01,3.501661e-01,3.347500e-01,3.155508e-01,3.011470e-01,2.880539e-01,2.817243e-01,2.794249e-01,2.815073e-01,2.853346e-01,2.938977e-01,3.017101e-01,3.125203e-01,3.211281e-01,3.322719e-01,3.405606e-01,3.454577e-01,3.509813e-01,3.510438e-01,3.500942e-01,3.453036e-01,3.404582e-01,3.329428e-01,3.216507e-01,3.135484e-01,3.023988e-01,2.905986e-01,2.804870e-01,2.688100e-01,2.592214e-01,2.498885e-01,2.375416e-01,2.269036e-01,2.160575e-01,2.035784e-01,1.935242e-01,1.862902e-01,1.776641e-01,1.717037e-01,1.663852e-01,1.593579e-01,1.570851e-01,1.540952e-01,1.525029e-01,1.521684e-01,1.524861e-01,1.501787e-01,1.481179e-01,1.453155e-01,1.428950e-01,1.384608e-01,1.373965e-01,1.377268e-01,1.401884e-01,1.450170e-01,1.536532e-01,1.648808e-01,1.786737e-01,1.948237e-01,2.125960e-01,2.320855e-01,2.520345e-01,2.692049e-01,2.838289e-01,2.931460e-01,2.990615e-01,3.038706e-01,3.054070e-01,3.081996e-01,3.084468e-01,3.075182e-01,3.108192e-01,3.127502e-01,3.175156e-01,3.253105e-01,3.347763e-01,3.514860e-01,3.752816e-01,4.075472e-01,4.048097e-01
1.952655e-01,1.953063e-01,1.799173e-01,1.726049e-01,1.669398e-01,1.630733e-01,1.670163e-01,1.728022e-01,1.849717e-01,2.002355e-01,2.178421e-01,2.376340e-01,2.558143e-01,2.749301e-01,2.937698e-01,3.156663e-01,3.345274e-01,3.586625e-01,3.815762e-01,4.088932e-01,4.348638e-01,4.642304e-01,4.925358e-01,5.206485e-01,5.483853e-01,5.742967e-01,5.914822e-01,5.994778e-01,5.946854e-01,5.766038e-01,5.463147e-01,5.098236e-01,4.673306e-01,4.305545e-01,4.012680e-01,3.780391e-01,3.614549e-01,3.498459e-01,3.394988e-01,3.342432e-01,3.314641e-01,3.334763e-01,3.364335e-01,3.404653e-01,3.442703e-01,3.482024e-01,3.507847e-01,3.488599e-01,3.457191e-01,3.369826e-01,3.272397e-01,3.144175e-01,3.024182e-01,2.978097e-01,2.942460e-01,2.965753e-01,3.010588e-01,3.098355e-01,3.172179e-01,3.301724e-01,3.397670e-01,3.529014e-01,3.628108e-01,3.718597e-01,3.791739e-01,3.840777e-01,3.839762e-01,3.813006e-01,3.751664e-01,3.656969e-01,3.556842e-01,3.407346e-01,3.245279e-01,3.097325e-01,2.908803e-01,2.751279e-01,2.576776e-01,2.417857e-01,2.251401e-01,2.107414e-01,1.947556e-01,1.814230e-01,1.679004e-01,1.574981e-01,1.481140e-01,1.430414e-01,1.367348e-01,1.334505e-01,1.316860e-01,1.288310e-01,1.304475e-01,1.311474e-01,1.332450e-01,1.332347e-01,1.352689e-01,1.335254e-01,1.340535e-01,1.327200e-01,1.329535e-01,1.341520e-01,1.371426e-01,1.429594e-01,1.493712e-01,1.607438e-01,1.736432e-01,1.886239e-01,2.034241e-01,2.212542e-01,2.369400e-01,2.535190e-01,2.661245e-01,2.759705e-01,2.807497e-01,2.836962e-01,2.854447e-01,2.866252e-01,2.853160e-01,2.857504e-01,2.866586e-01,2.889032e-01,2.927232e-01,2.989876e-01,3.074900e-01,3.169093e-01,3.348136e-01,3.644575e-01,4.074370e-01,4.070214e-01
